Variable_group,Variable name,Class_1,Class_2,Class_3,Class_4,Class_5,Unit,Territory,Year,Value
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,GO,2030,0.02826
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,GO,2035,4.31868
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,GO,2040,4.46591
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,GO,2045,42.07844
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,GO,2050,54.46478
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,MG,2025,0.02191
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,MG,2030,0.02959
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,MG,2035,9.14845
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,MG,2040,9.17287
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,MG,2045,14.18273
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,MG,2050,53.47999
